slug,name,website,ror,country,city,lat,lng,is_tennant
concordia-university,Concordia University,https://www.concordia.ca/,https://ror.org/0420zvk78,Canada,Montreal,45.50884,-73.58781,false
university-of-calgary,University of Calgary,http://www.ucalgary.ca/,https://ror.org/03yjb2x39,Canada,Calgary,51.05011,-114.08529,false
queens-university,Queen's University,http://www.queensu.ca/,https://ror.org/02y72wh86,Canada,Kingston,44.22976,-76.48098,false
university-of-british-columbia,University of British Columbia,https://www.ubc.ca/,https://ror.org/03rmrcq20,Canada,Vancouver,49.24966,-123.11934,false
simon-fraser-university,Simon Fraser University,http://www.sfu.ca/,https://ror.org/0213rcc28,Canada,Burnaby,49.26636,-122.95263,false
mcgill-university,McGill University,http://www.mcgill.ca/,https://ror.org/01pxwe438,Canada,Montreal,45.50884,-73.58781,false
carleton-university,Carleton University,http://www.carleton.ca/,https://ror.org/02qtvee93,Canada,Ottawa,45.41117,-75.69812,false
university-of-ottawa,University of Ottawa,http://www.uottawa.ca/en,https://ror.org/03c4mmv16,Canada,Ottawa,45.41117,-75.69812,false
mcgill-centre-for-integrative-neuroscience,McGill Centre for Integrative Neuroscience,https://mcin.ca/,null,Canada,null,null,null,false
arctic-institute-of-north-america,arctic institute of north america,https://arctic.ucalgary.ca/,null,Canada,null,null,null,false
phenotips,PhenoTips,https://phenotips.com/index.html,null,Canada,null,null,null,false
nationaal-archief-curacao,Nationaal Archief Curaçao,https://www.nationaalarchief.cw/,null,Curaçao,null,null,null,false
esiwace,ESiWACE,null,null,Europe,null,null,null,false
clarin,CLARIN,null,null,Europe,null,null,null,false
process,PROCESS,null,null,Europe,null,null,null,false
european-media-laboratory-germany,European Media Laboratory (Germany),https://www.eml.org/,https://ror.org/02rbfgr17,Germany,Heidelberg,49.418817,8.675859,false
university-of-victoria,University of Victoria,http://www.uvic.ca/,https://ror.org/04s5mat29,Canada,Victoria,48.4359,-123.35155,false
university-of-waterloo,University of Waterloo,https://uwaterloo.ca/,https://ror.org/01aff2v68,Canada,Waterloo,43.4668,-80.51639,false
university-of-alberta,University of Alberta,http://ualberta.ca/,https://ror.org/0160cpw27,Canada,Edmonton,53.55014,-113.46871,false
university-of-toronto,University of Toronto,http://www.utoronto.ca/,https://ror.org/03dbr7087,Canada,Toronto,43.70643,-79.39864,false
atacama-large-millimetersubmillimeter-array,Atacama Large Millimeter/Submillimeter Array,null,https://ror.org/01adx8c71,Chile,Santiago,-33.400537,-70.599787,false
lawson-health-research-institute,Lawson Health Research Institute,https://www.lawsonresearch.com/,https://ror.org/051gsh239,Canada,London,43.00014,-81.2543,false
ontario-brain-institute,Ontario Brain Institute,http://www.braininstitute.ca/homepage,https://ror.org/05ecdew94,Canada,Toronto,43.70011,-79.4163,false
university-of-manitoba,University of Manitoba,http://umanitoba.ca/,https://ror.org/02gfys938,Canada,Winnipeg,49.8844,-97.14704,false
universite-de-sherbrooke,Université de Sherbrooke,http://www.usherbrooke.ca/,https://ror.org/00kybxq39,Canada,Sherbrooke,45.40008,-71.89908,false
university-of-curacao,University of Curaçao,http://www.uoc.cw/,https://ror.org/02a46nr93,Curacao,Willemstad,12.12246,-68.88641,false
institute-of-atmospheric-physics,Institute of Atmospheric Physics,http://english.iap.cas.cn/au,https://ror.org/0424h4e32,China,Beijing,39.9075,116.39723,false
charles-university,Charles University,http://www.cuni.cz/UKENG-1.html,https://ror.org/024d6js02,Czechia,Prague,50.08804,14.42076,false
ustav-informatiky,Ustav Informatiky,null,https://ror.org/04jgqpc26,Slovakia,Bratislava,48.153998,17.071929,false
technical-university-of-denmark,Technical University of Denmark,http://www.dtu.dk/english,https://ror.org/04qtj9h94,Denmark,Kongens Lyngby,55.77044,12.50378,false
danish-meteorological-institute,Danish Meteorological Institute,http://ocean.dmi.dk/english/,https://ror.org/020m6x732,Denmark,Copenhagen,55.67594,12.56553,false
european-network-for-cyber-security,European Network for Cyber Security,https://encs.eu/,https://ror.org/0584wbt59,Netherlands,The Hague,52.069239,4.349306,false
fortum-finland,Fortum (Finland),https://www.fortum.com,https://ror.org/03nx8tr59,Finland,Espoo,60.164626,24.736285,false
csc-it-center-for-science-finland,CSC - IT Center for Science (Finland),https://www.csc.fi/,https://ror.org/04m8m1253,Finland,Espoo,60.2052,24.6522,false
centraal-bureau-voor-de-statistiek,Centraal Bureau voor de Statistiek,http://www.cbs.nl/en-GB/menu/home/default.htm?Languageswitch=on,https://ror.org/0408v4c28,Netherlands,The Hague,52.066217,4.399404,false
university-of-antwerp,University of Antwerp,https://www.uantwerpen.be/en/,https://ror.org/008x57b05,Belgium,Antwerp,51.222729,4.40843,false
comite-de-donnees-pour-la-science-et-la-technologie,Comité de données pour la science et la technologie,https://www.codata.org/,null,France,null,null,null,false
latest-thinking,Latest Thinking,https://lt.org/,null,Germany,null,null,null,false
foresight-intelligence-johannes-gabriel-und-martin-frohlich-gbr,Foresight Intelligence Johannes Gabriel und Martin Fröhlich GbR,https://www.foresightintelligence.de/,null,Germany,null,null,null,false
lufthansa-systems,Lufthansa Systems,null,null,Germany,null,null,null,false
university-of-connecticut-health-center,University of Connecticut Health Center,http://www.uchc.edu/,https://ror.org/02kzs4y22,United States,Farmington,41.71982,-72.83204,false
university-of-lapland,University of Lapland,http://www.ulapland.fi/InEnglish,https://ror.org/05jzt8766,Finland,Rovaniemi,66.5,25.71667,false
mercator-ocean-france,Mercator Ocean (France),http://www.mercator-ocean.fr/,https://ror.org/02754py23,France,Ramonville-Saint-Agne,43.55054,1.485693,false
atomic-energy-and-alternative-energies-commission,Atomic Energy and Alternative Energies Commission,http://www.cea.fr/,https://ror.org/00jjx8s55,France,Paris,48.85341,2.3488,false
inserm,Inserm,https://www.inserm.fr,https://ror.org/02vjkv261,France,Paris,48.85341,2.3488,false
iter,ITER,http://www.iter.org/,https://ror.org/01d7n9638,France,Vinon-sur-Verdon,43.72484,5.81168,false
meteo-france,Météo-France,http://www.meteofrance.com/accueil,https://ror.org/0233st365,France,Toulouse,43.60426,1.44367,false
dlr,DLR,https://www.dlr.de,https://ror.org/04bwf3e34,Germany,Cologne,50.93333,6.95,false
institut-national-de-linformation-geographique-et-forestiere,Institut national de l’information géographique et forestière,http://www.ign.fr/,https://ror.org/05jxfge78,France,Paris,48.85341,2.3488,false
max-planck-society,Max Planck Society,http://www.mpg.de/en,https://ror.org/01hhn8329,Germany,Munich,48.13743,11.57549,false
universitat-hamburg,Universität Hamburg,http://www.uni-hamburg.de/,https://ror.org/00g30e956,Germany,Hamburg,53.55073,9.99302,false
cnrs,CNRS,https://www.cnrs.fr/en,https://ror.org/02feahw73,France,Paris,48.85341,2.3488,false
dkrz,DKRZ,https://www.dkrz.de/en,https://ror.org/03ztgj037,Germany,Hamburg,53.55073,9.99302,false
max-planck-institute-of-animal-behavior,Max Planck Institute of Animal Behavior,https://www.mpg.de/987894/verhaltensbiologie,https://ror.org/026stee22,Germany,Radolfzell,47.768104,8.996387,false
bmw-group,BMW Group,https://www.bmwgroup.com/en.html,https://ror.org/044kkbh92,Germany,Munich,48.198191,11.601917,false
siemens,Siemens,https://www.siemens.com/,https://ror.org/02mt4w922,Netherlands,Amsterdam,52.084371,4.335145,false
tata-memorial-centre,Tata Memorial Centre,null,https://ror.org/010842375,India,Mumbai,19.07283,72.88261,false
otto-von-guericke-university-magdeburg,Otto-von-Guericke University Magdeburg,http://www.ovgu.de/unimagdeburg/en/Otto+von+Guericke+University+Magdeburg.html,https://ror.org/00ggpsq73,Germany,Magdeburg,52.12773,11.62916,false
fraunhofer,Fraunhofer,null,https://ror.org/05hkkdn48,Germany,Munich,48.13743,11.57549,false
max-planck-institute-for-brain-research,Max Planck Institute for Brain Research,https://brain.mpg.de/home,https://ror.org/02h1nk258,Germany,Frankfurt am Main,50.17437,8.629819,false
vitens,Vitens,https://www.vitens.nl/,null,null,null,null,null,false
medizinische-hochschule-hannover,Medizinische Hochschule Hannover,https://www.mhh.de,https://ror.org/00f2yqf98,Germany,Hanover,52.37052,9.73322,false
quantum-application-lab,Quantum Application Lab,https://quantumapplicationlab.com/,null,null,null,null,null,false
cmmc-cultivated-meat-modeling-consortium,CMMC - Cultivated Meat Modeling Consortium,https://thecmmc.org,null,Global,null,null,null,false
hafrannsoknastofnunin,Hafrannsoknastofnunin,https://www.hafogvatn.is/,null,Iceland,null,null,null,false
fields-of-view,Fields of View,null,null,India,null,null,null,false
technische-universitat-braunschweig,Technische Universität Braunschweig,null,https://ror.org/010nsgg66,Germany,Braunschweig,52.26594,10.52673,false
max-planck-institute-for-meteorology,Max Planck Institute for Meteorology,http://www.mpimet.mpg.de/en/home.html,https://ror.org/05esem239,Germany,Hamburg,53.567794,9.975468,false
helmholtz-zentrum-hereon,Helmholtz-Zentrum Hereon,https://hereon.de,https://ror.org/03qjp1d79,Germany,Geesthacht,53.43575,10.3779,false
forschungszentrum-julich,Forschungszentrum Jülich,https://www.fz-juelich.de,https://ror.org/02nv7yv05,Germany,Jülich,50.92149,6.36267,false
ludwig-maximilian-university-of-munich,Ludwig Maximilian University of Munich,https://www.en.uni-muenchen.de/index.html,https://ror.org/05591te55,Germany,Munich,48.13743,11.57549,false
university-of-erlangen-nuremberg,University of Erlangen-Nuremberg,https://www.fau.de/,https://ror.org/00f7hpc57,Germany,Erlangen,49.59099,11.00783,false
humboldt-universitat-zu-berlin,Humboldt-Universität zu Berlin,https://www.hu-berlin.de/en,https://ror.org/01hcx6992,Germany,Berlin,52.52437,13.41053,false
helmholtz-centre-for-environmental-research,Helmholtz Centre for Environmental Research,http://www.ufz.de/index.php?de=11385,https://ror.org/000h6jb29,Germany,Leipzig,51.33962,12.37129,false
potsdam-institute-for-climate-impact-research,Potsdam Institute for Climate Impact Research,https://www.pik-potsdam.de/,https://ror.org/03e8s1d88,Germany,Potsdam,52.381282,13.064152,false
friedrich-schiller-university-jena,Friedrich Schiller University Jena,https://www.uni-jena.de/en,https://ror.org/05qpz1x62,Germany,Jena,50.92878,11.5899,false
alfred-wegener-institute,Alfred Wegener Institute,https://www.awi.de/en.html,https://ror.org/032e6b942,Germany,Bremerhaven,53.53615,8.59298,false
university-of-bremen,University of Bremen,https://www.uni-bremen.de,https://ror.org/04ers2y35,Germany,Bremen,53.07582,8.80717,false
gerda-henkel-foundation,Gerda Henkel Foundation,https://www.gerda-henkel-stiftung.de/,https://ror.org/0584kkb18,Germany,Düsseldorf,51.230678,6.788875,false
helmholtz-zentrum-dresden-rossendorf,Helmholtz-Zentrum Dresden-Rossendorf,https://www.hzdr.de,https://ror.org/01zy2cs03,Germany,Dresden,51.05089,13.73832,false
imbb-forth,IMBB-FORTH,https://www.imbb.forth.gr/en/,https://ror.org/01gzszr18,Greece,Heraklion,35.3175499,25.0675351,false
research-data-alliance,Research Data Alliance,https://www.rd-alliance.org/,https://ror.org/05dc6w374,Ireland,Dublin,53.360713,-6.251516,false
university-of-potsdam,University of Potsdam,https://www.uni-potsdam.de/en/,https://ror.org/03bnmw459,Germany,Potsdam,52.39886,13.06566,false
university-of-iceland,University of Iceland,null,https://ror.org/01db6h964,Iceland,Reykjavik,64.13548,-21.89541,false
indian-institute-of-science-bangalore,Indian Institute of Science Bangalore,http://www.iisc.ernet.in/,https://ror.org/04dese585,India,Bengaluru,13.021275,77.565769,false
ec-earth,EC-Earth,https://github.com/EC-Earth,null,International,null,null,null,false
interdisciplinary-physics-team,Interdisciplinary Physics Team (InPhyT),https://github.com/InPhyT,null,International,null,null,null,true
eli-lilly-united-states,Eli Lilly (United States),http://www.lilly.com/,https://ror.org/01qat3289,United States,Indianapolis,39.76838,-86.15804,false
openda,OpenDA,http://www.openda.org/,null,International,null,null,null,false
openms,OpenMS,https://www.openms.de/,null,International,null,null,null,false
potree,Potree,http://potree.org,null,International,null,null,null,false
blue-action,Blue Action,null,null,International,null,null,null,false
common-workflow-language,Common Workflow Language,https://www.commonwl.org,null,International,null,null,null,false
energy-reform-limited,Energy Reform Limited,https://energyreform.ie,null,Ireland,null,null,null,false
piedmont-epidemiological-service-sepi,Piedmont Epidemiological Service (SEPI),https://www.epi.piemonte.it/,null,Italy,null,null,null,false
4dr-lab,4DR Lab,https://4dresearchlab.nl/,null,Netherlands,null,null,null,false
eneco,Eneco,https://www.eneco.nl/,null,Netherlands,null,null,null,false
kadaster,Kadaster,https://www.kadaster.nl/about-us,null,Netherlands,null,null,null,false
intel-india,Intel (India),http://www.intel.in/,https://ror.org/04f2n1245,India,Bengaluru,12.926928,77.684336,false
university-college-dublin,University College Dublin,http://www.ucd.ie/,https://ror.org/05m7pjf47,Ireland,Dublin,53.33306,-6.24889,false
cmcc,CMCC,https://www.cmcc.it/,https://ror.org/01tf11a61,Italy,Lecce,40.35481,18.17244,false
istituto-italiano-di-tecnologia,Istituto Italiano di Tecnologia,https://www.iit.it/,https://ror.org/042t93s57,Italy,Genoa,44.40478,8.94439,false
university-of-turin,University of Turin,http://en.unito.it/,https://ror.org/048tbm396,Italy,Turin,45.07049,7.68682,false
koninklijk-nederlands-instituut-in-rome,Koninklijk Nederlands Instituut in Rome,http://www.knir.it/,https://ror.org/05v6zeb66,Italy,Rome,41.9127129,12.4672137,false
fondazione-bruno-kessler,Fondazione Bruno Kessler,http://www.fbk.eu/,https://ror.org/01j33xk10,Italy,Trento,46.06787,11.12108,false
national-institute-for-astrophysics,National Institute for Astrophysics,null,https://ror.org/02gh4kt33,Italy,Rome,41.89193,12.51133,false
netherlands-institute-for-sound-and-vision,Netherlands Institute for Sound and Vision,http://www.beeldengeluid.nl/,https://ror.org/025ae8628,Netherlands,Hilversum,52.22333,5.17639,false
inter-psy,Inter-Psy,https://inter-psy.nl/,https://ror.org/03yew7168,Netherlands,Groningen,53.207542,6.580879,false
lorentz-center,Lorentz Center,http://www.lorentzcenter.nl/,https://ror.org/00d503m77,Netherlands,Leiden,52.15833,4.49306,false
the-abdus-salam-international-centre-for-theoretical-physics,The Abdus Salam International Centre for Theoretical Physics,https://www.ictp.it/,https://ror.org/009gyvm78,Italy,Trieste,45.64953,13.77678,false
okinawa-institute-of-science-and-technology-graduate-university,Okinawa Institute of Science and Technology Graduate University,http://www.oist.jp/,https://ror.org/02qg15b79,Japan,Onna Son,26.47595,127.85278,false
politecnico-milano,Politecnico Milano,null,https://ror.org/01nffqt88,Italy,Milan,45.46427,9.18951,false
universite-de-montreal,Université de Montréal,http://www.umontreal.ca/english/,https://ror.org/0161xgx34,Canada,Montreal,45.50884,-73.58781,false
agroenergy,AgroEnergy,https://www.agro-energy.nl/,null,Netherlands,null,null,null,false
research-data-management,Research Data Management,https://www.amsterdamumc.org/en/research-support/data-management.htm,null,Netherlands,null,null,null,false
national-oceanography-centre,National Oceanography Centre,https://noc.ac.uk,https://ror.org/00874hx02,United Kingdom,Southampton,50.90395,-1.40428,false
accelting,Accelting,https://www.accelting.com/,null,Netherlands,null,null,null,false
stichting-democratie-en-media,Stichting Democratie en Media,https://www.stdem.org/en/,null,Netherlands,null,null,null,false
pdissh,PDISSH,https://pdi-ssh.nl/en/front-page/,null,Netherlands,null,null,null,false
environment-and-climate-change-canada,Environment and Climate Change Canada,https://www.canada.ca/en/environment-climate-change.html,https://ror.org/026ny0e17,Canada,Gatineau,45.425373,-75.699862,false
memic,MEMIC,https://www.maastrichtuniversity.nl/about-um/other-offices/memic/about-memic,null,Netherlands,null,null,null,true
monetdb,monetdb,null,null,Netherlands,null,null,null,false
phortos,Phortos,null,null,Netherlands,null,null,null,false
donders-institute,Donders Institute,https://www.ru.nl/donders/,null,Netherlands,null,null,null,false
meijer,Meijer,null,null,Netherlands,null,null,null,false
huygens-ing,Huygens Instituut,https://www.huygens.knaw.nl/,https://ror.org/04x6kq749,Netherlands,Amsterdam,52.37403,4.88969,false
cbs-knaw-fungal-biodiversity-centre,CBS-KNAW Fungal Biodiversity Centre,http://www.cbs.knaw.nl/,https://ror.org/030a5r161,Netherlands,Utrecht,52.09083,5.12222,false
cwi,CWI,http://www.cwi.nl/,https://ror.org/00x7ekv49,Netherlands,Amsterdam,52.37403,4.88969,false
surf,SURF,https://www.surf.nl/,https://ror.org/009vhk114,Netherlands,Utrecht,52.09083,5.12222,false
software-for-chemicals-materials,Software for Chemicals & Materials,null,https://ror.org/025tsch51,Netherlands,Amsterdam,52.332993,4.865608,false
radboud-university-nijmegen,Radboud University Nijmegen,http://www.ru.nl/,https://ror.org/016xsfp80,The Netherlands,Nijmegen,51.8425,5.85278,false
commit,COMMIT,http://www.commit-nl.nl/,https://ror.org/031m0hs53,Netherlands,Amsterdam,52.35458,4.955932,false
ortec,Ortec,https://ortec.com/en,https://ror.org/05wx9za24,France,Paris,43.476436,5.372175,false
nederlands-forensisch-instituut,Nederlands Forensisch Instituut,http://www.nederlandsforensischinstituut.nl/,https://ror.org/04s2z4291,Netherlands,The Hague,52.04464,4.35875,false
vortech,VORtech,https://www.vortech.nl/en/,https://ror.org/00fxhtz28,Netherlands,Delft,52.002884,4.353465,false
netherlands-cancer-institute-nki,Netherlands Cancer Institute (NKI),https://www.nki.nl/,https://ror.org/03xqtf034,The Netherlands,Amsterdam,52.37403,4.88969,false
rijk-zwaan,Rijk Zwaan,null,https://ror.org/00dzkep57,Netherlands,De Lier,51.973183,4.255522,false
thehyve,thehyve,http://thehyve.nl,https://ror.org/00p3egw50,Netherlands,Utrecht,52.0823986,5.1175699,false
data-archiving-and-networked-services-dans,Data Archiving and Networked Services (DANS),http://www.dans.knaw.nl,https://ror.org/008pnp284,Netherlands,The Hague,52.080818,4.345575,false
