slug,name,website,ror,country,city,lat,lng,is_tennant
dow-chemical-netherlands,Dow Chemical (Netherlands),http://www.dow.com/,https://ror.org/049px0x49,Netherlands,Terneuzen,51.332583,3.832487,false
ing-bank,ING Bank,http://www.ing.com/en.htm,https://ror.org/059et9981,Netherlands,Amsterdam,52.350636,4.879307,false
port-of-rotterdam-authority,Port of Rotterdam Authority,https://www.portofrotterdam.com/en,https://ror.org/05rzqb565,Netherlands,Rotterdam,51.904919,4.484504,false
university-of-ulster,University of Ulster,http://www.ulster.ac.uk/,https://ror.org/01yp9g959,United Kingdom,Coleraine,55.13333,-6.66667,false
lablicate,Lablicate,https://lablicate.com/,null,null,null,null,null,false
national-institute-of-science-and-technology-for-software-engineering,National Institute of Science and Technology for Software Engineering,http://www.ines.org.br/,https://ror.org/00c70d758,Brazil,Cachoeirinha,-6.114408,-47.765879,false
good-food-institute,Good Food Institute,https://gfi.org,null,null,null,null,null,false
office-of-science,Office of Science,https://www.energy.gov/science/office-science,https://ror.org/00mmn6b08,United States,Washington,38.89511,-77.03637,false
heidelberg-university,Heidelberg University,http://www.uni-heidelberg.de/index_e.html,https://ror.org/038t36y30,Germany,Heidelberg,49.40768,8.69079,false
research-institute-for-sustainability-helmholtz-centre-potsdam,Research Institute For Sustainability – Helmholtz Centre Potsdam,http://www.rifs-potsdam.de,https://ror.org/01vvnmw35,Germany,Potsdam,52.39886,13.06566,false
institut-catala-de-ciencies-del-clima,Institut Català de Ciències del Clima,http://www.ic3.cat/,https://ror.org/01bpa4157,Spain,Barcelona,41.38879,2.15899,false
institute-of-world-economy-and-international-relations,Institute of World Economy and International Relations,http://www.imemo.ru/en,https://ror.org/04jqmw447,Russia,Moscow,55.674734,37.561162,false
havstovan,Havstovan,http://www.hav.fo/index.php?option=com_content&view=article&id=273&Itemid=265,https://ror.org/034thfr92,Faroe Islands,Tórshavn,62.00587,-6.779773,false
national-centre-of-scientific-research-demokritos,"National Centre of Scientific Research ""Demokritos"";https://www.demokritos.gr;https://ror.org/038jp4m40;Greece;Athens;37.98376;23.72784;;false;
centre-europeen-de-recherche-et-de-formation-avancee-en-calcul-scientifique;""Centre Européen de Recherche et de Formation Avancée en Calcul Scientifique",http://www.cerfacs.fr/,https://ror.org/02dzbc556,France,Toulouse,43.60426,1.44367,false
flemish-institute-for-technological-research,Flemish Institute for Technological Research,https://vito.be/en,https://ror.org/04gq0w522,Belgium,Mol,51.19188,5.11662,false
canada-foundation-for-innovation,Canada Foundation for Innovation,http://www.innovation.ca/,https://ror.org/000az4664,Canada,Ottawa,45.420441,-75.701319,false
university-of-prince-edward-island,University of Prince Edward Island,http://home.upei.ca/,https://ror.org/02xh9x144,Canada,Charlottetown,46.257178,-63.139213,false
ocean-networks-canada-society,Ocean Networks Canada Society,http://www.oceannetworks.ca/,https://ror.org/05gknh003,Canada,Victoria,48.4359,-123.35155,false
eu-horizon-2020,EU Horizon 2020,null,https://ror.org/019w4f821,Belgium,Brussels,50.85045,4.34878,false
university-of-helsinki,University of Helsinki,https://www.helsinki.fi/,https://ror.org/040af2s02,Finland,Helsinki,60.16952,24.93545,false
centre-national-de-recherches-meteorologiques,Centre National de Recherches Météorologiques,http://www.umr-cnrm.fr/?lang=fr,https://ror.org/004rej139,France,Toulouse,43.57524,1.372572,false
vtt-technical-research-centre-of-finland,VTT Technical Research Centre of Finland,http://www.vttresearch.com/,https://ror.org/04b181w54,Finland,Espoo,60.2052,24.6522,false
kws,KWS,null,https://ror.org/02p9c1e58,Germany,Einbeck,51.815651,9.884588,false
basf,BASF,null,https://ror.org/00sgajx84,Netherlands,Utrecht,52.07426,5.055087,false
helmholtz-centre-potsdam-gfz-german-research-centre-for-geosciences,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,http://www.gfz-potsdam.de/en/home/,https://ror.org/04z8jg394,Germany,Potsdam,52.39886,13.06566,false
university-of-cyprus,University of Cyprus,http://www.ucy.ac.cy/en/,https://ror.org/02qjrjx09,Cyprus,Nicosia,35.17531,33.3642,false
cnr-isac,CNR-ISAC,https://www.isac.cnr.it,https://ror.org/00n8ttd98,Italy,Bologna,44.52224,11.338353,false
netherlands-escience-center,Netherlands eScience Center,https://www.esciencecenter.nl/,https://ror.org/00rbjv475,Netherlands,Amsterdam,52.37403,4.88969,true
geomar-helmholtz-centre-for-ocean-research-kiel,GEOMAR Helmholtz Centre for Ocean Research Kiel,http://www.geomar.de/en/,https://ror.org/02h2x0161,Germany,Kiel,54.32133,10.13489,false
german-marine-research-consortium,German Marine Research Consortium,http://www.deutsche-meeresforschung.de/en/,https://ror.org/02knxrg60,Germany,Berlin,52.513504,13.393288,false
icons,iCons,http://www.icons.it/,https://ror.org/037hryt76,Italy,Castelnuovo Bocca d'Adda,45.649387,9.204827,false
elixir,ELIXIR,https://elixir-europe.org,https://ror.org/044rwnt51,United Kingdom,Hinxton,52.08529,0.18198,false
unilever,Unilever,null,https://ror.org/02436cs38,Netherlands,Rotterdam,51.914481,4.503732,false
university-medical-center-groningen,University Medical Center Groningen,null,https://ror.org/03cv38k47,Netherlands,Groningen,53.222794,6.574039,false
royal-netherlands-academy-of-arts-and-sciences,Royal Netherlands Academy of Arts and Sciences,null,https://ror.org/043c0p156,Netherlands,Amsterdam,52.37403,4.88969,false
institute-for-atomic-and-molecular-physics,Institute for Atomic and Molecular Physics,http://www.amolf.nl/,https://ror.org/038x9td67,Netherlands,Amsterdam,52.356559,4.948785,false
usp-floss-competence-center,USP FLOSS Competence Center,http://ccsl.ime.usp.br,null,null,null,null,null,false
netherlands-institute-for-space-research,SRON Netherlands Institute for Space Research,https://www.sron.nl/,https://ror.org/02wc0kq10,Netherlands,Utrecht,52.09083,5.12222,true
netherlands-environmental-assessment-agency,Netherlands Environmental Assessment Agency,http://www.pbl.nl/en/,https://ror.org/052x1hs80,Netherlands,The Hague,52.07667,4.29861,false
meertens-institute,Meertens Institute,http://www.meertens.knaw.nl,https://ror.org/05kaxyq51,Netherlands,Amsterdam,52.331945,4.914582,false
prins-bernhard-cultuurfonds,Prins Bernhard Cultuurfonds,https://www.cultuurfonds.nl/,https://ror.org/05j159997,Netherlands,Amsterdam,52.365088,4.891595,false
norwegian-institute-of-marine-research,Norwegian Institute of Marine Research,http://www.imr.no/en,https://ror.org/05vg74d16,Norway,Bergen,60.39299,5.32415,false
uni-research-norway,Uni Research (Norway),http://uni.no/en/,https://ror.org/016tr2j79,Norway,Bergen,60.384377,5.333241,false
university-of-granada,University of Granada,https://www.ugr.es,https://ror.org/04njjy449,Spain,Granada,37.18817,-3.60667,false
swedish-meteorological-and-hydrological-institute,Swedish Meteorological and Hydrological Institute,https://www.smhi.se/en,https://ror.org/00hgzve81,Sweden,Norrköping,58.59419,16.1826,false
uk-research-and-innovation,UK Research and Innovation,https://www.ukri.org/,https://ror.org/001aqnf71,United Kingdom,Swindon,51.55797,-1.78116,false
university-of-manchester,University of Manchester,http://www.manchester.ac.uk/,https://ror.org/027m9bs27,United Kingdom,Manchester,53.48095,-2.23743,false
electricity-supply-board-ireland,Electricity Supply Board (Ireland),https://www.esb.ie/,https://ror.org/03hs0j596,Ireland,Dublin,53.337541,-6.248023,false
gsi-helmholtz-centre-for-heavy-ion-research,GSI Helmholtz Centre for Heavy Ion Research,https://www.gsi.de/,https://ror.org/02k8cbn47,Germany,Darmstadt,49.87167,8.65027,true
university-of-california-san-diego,"University of California, San Diego",http://ucsd.edu/,https://ror.org/0168r3w48,United States,San Diego,32.71571,-117.16472,false
anton-de-kom-university-of-suriname,Anton de Kom University of Suriname,http://www.uvs.edu/,https://ror.org/02m8qhj08,Suriname,Paramaribo,5.813521,-55.217275,false
institute-for-sustainable-process-technology,Institute for Sustainable Process Technology,http://www.ispt.eu/,https://ror.org/05nqm0q11,Netherlands,Amersfoort,52.151954,5.363968,false
stockholm-university,Stockholm University,https://www.su.se,https://ror.org/05f0yaq80,Sweden,Stockholm,59.32938,18.06871,false
ersilia-open-source-initiative,Ersilia Open Source Initiative,https://www.ersilia.io,https://ror.org/019wm1d19,Spain,Barcelona,41.38879,2.15899,false
university-of-california-riverside,"University of California, Riverside",https://www.ucr.edu,https://ror.org/03nawhv43,United States,Riverside,33.95335,-117.39616,false
european-commission,European Commission,http://ec.europa.eu/index_en.htm,https://ror.org/00k4n6c32,Belgium,Brussels,50.85045,4.34878,false
hasselt-university,Hasselt University,http://www.uhasselt.be/en,https://ror.org/04nbhqj75,Belgium,Hasselt,50.93106,5.33781,true
cwts,Centre for Science and Technology Studies (CWTS),https://www.cwts.nl,null,null,null,null,null,true
fast-data-science-ltd,Fast Data Science Ltd,https://fastdatascience.com/,null,null,null,null,null,false
